number_of_trees,max_depth,min_number_of_values,threshold_percentage,attributes_percentage,mode,negative:negative,negative:positive,positive:negative,positive:positive
50,10,10,0.5,0.6,3,89,12,2,160
50,10,10,0.5,0.6,3,95,6,1,161
50,10,10,0.5,0.6,3,100,1,1,161
50,10,10,0.5,0.6,3,98,3,5,157
50,10,10,0.5,0.6,3,94,11,5,157
50,10,10,0.5,0.6,3,84,21,3,159
50,10,10,0.5,0.6,3,101,4,6,156
50,10,10,0.5,0.7,3,101,0,2,160
50,10,10,0.5,0.7,3,100,1,4,158
50,10,10,0.5,0.7,3,101,0,2,160
50,10,10,0.5,0.7,3,98,3,3,159
50,10,10,0.5,0.7,3,99,2,2,160
50,10,10,0.5,0.7,3,100,1,5,157
50,10,10,0.5,0.7,3,99,2,2,160
50,10,10,0.5,0.7,3,100,1,2,160
50,10,10,0.5,0.7,3,95,6,2,160
50,10,10,0.5,0.7,3,99,2,1,161
50,10,10,0.5,0.7,3,100,1,1,161
50,10,10,0.5,0.7,3,101,0,5,157
50,10,10,0.5,0.7,3,102,3,5,157
50,10,10,0.5,0.7,3,99,6,4,158
50,10,10,0.5,0.7,3,101,4,5,157
50,10,10,0.5,0.8,3,101,0,5,157
50,10,10,0.5,0.8,3,101,0,2,160
50,10,10,0.5,0.8,3,101,0,2,160
50,10,10,0.5,0.8,3,100,1,4,158
50,10,10,0.5,0.8,3,98,3,3,159
50,10,10,0.5,0.8,3,98,3,3,159
50,10,10,0.5,0.8,3,100,1,2,160
50,10,10,0.5,0.8,3,98,3,2,160
50,10,10,0.5,0.8,3,99,2,2,160
50,10,10,0.5,0.8,3,100,1,1,161
50,10,10,0.5,0.8,3,101,0,1,161
50,10,10,0.5,0.8,3,98,3,2,160
50,10,10,0.5,0.8,3,103,2,5,157
50,10,10,0.5,0.8,3,103,2,5,157
50,10,10,0.5,0.8,3,103,2,5,157
50,10,10,0.5,0.9,3,101,0,3,159
50,10,10,0.5,0.9,3,101,0,3,159
50,10,10,0.5,0.9,3,101,0,2,160
50,10,10,0.5,0.9,3,99,2,3,159
50,10,10,0.5,0.9,3,100,1,2,160
50,10,10,0.5,0.9,3,100,1,3,159
50,10,10,0.5,0.9,3,100,1,2,160
50,10,10,0.5,0.9,3,100,1,2,160
50,10,10,0.5,0.9,3,100,1,2,160
50,10,10,0.5,0.9,3,100,1,2,160
50,10,10,0.5,0.9,3,100,1,1,161
50,10,10,0.5,0.9,3,98,3,1,161
50,10,10,0.5,0.9,3,103,2,5,157
50,10,10,0.5,0.9,3,104,1,5,157
50,10,10,0.5,0.9,3,103,2,5,157
50,10,10,0.5,1.0,3,101,0,2,160
50,10,10,0.5,1.0,3,101,0,3,159
50,10,10,0.5,1.0,3,101,0,2,160
50,10,10,0.5,1.0,3,100,1,3,159
50,10,10,0.5,1.0,3,100,1,3,159
50,10,10,0.5,1.0,3,100,1,2,160
50,10,10,0.5,1.0,3,100,1,2,160
50,10,10,0.5,1.0,3,100,1,3,159
50,10,10,0.5,1.0,3,100,1,2,160
50,10,10,0.5,1.0,3,98,3,1,161
50,10,10,0.5,1.0,3,100,1,1,161
50,10,10,0.5,1.0,3,101,0,1,161
50,10,10,0.5,1.0,3,104,1,5,157
50,10,10,0.5,1.0,3,103,2,5,157
50,10,10,0.5,1.0,3,104,1,5,157
