number_of_trees,max_depth,min_number_of_values,threshold_percentage,attributes_percentage,mode,negative:negative,negative:positive,positive:negative,positive:positive
50,10,10,0.5,1.0,3,100,1,0,162
50,10,10,0.5,1.0,3,100,1,2,160
50,10,10,0.5,1.0,3,99,2,1,161
50,10,10,0.5,1.0,3,103,2,4,158
50,10,10,0.5,1.0,3,99,2,1,161
50,10,10,0.5,1.0,3,100,1,0,162
50,10,10,0.5,1.0,3,100,1,2,160
50,10,10,0.5,1.0,3,99,2,1,161
50,10,10,0.5,1.0,3,103,2,4,158
50,10,10,0.5,1.0,3,99,2,2,160
50,10,10,0.5,1.0,3,100,1,0,162
50,10,10,0.5,1.0,3,100,1,2,160
50,10,10,0.5,1.0,3,98,3,1,161
50,10,10,0.5,1.0,3,103,2,4,158
