number_of_trees,max_depth,min_number_of_values,threshold_percentage,attributes_percentage,mode,negative:negative,negative:positive,positive:negative,positive:positive
50,10,50,0.5,0.5,3,104,1,3,159
50,10,50,0.5,0.5,3,100,1,4,158
50,10,50,0.5,0.5,3,100,1,2,160
50,10,50,0.5,0.5,3,100,1,3,159
50,10,50,0.5,0.5,3,101,0,2,160
50,10,50,0.5,0.5,3,104,1,3,159
50,10,50,0.5,0.5,3,100,1,4,158
50,10,50,0.5,0.5,3,100,1,2,160
50,10,50,0.5,0.5,3,100,1,3,159
50,10,50,0.5,0.5,3,101,0,2,160
50,10,50,0.5,0.5,3,104,1,3,159
50,10,75,0.5,0.5,3,97,4,4,158
50,10,75,0.5,0.5,3,100,1,2,160
50,10,75,0.5,0.5,3,100,1,3,159
50,10,75,0.5,0.5,3,101,0,2,160
50,10,75,0.5,0.5,3,104,1,3,159
50,10,75,0.5,0.5,3,100,1,4,158
50,10,75,0.5,0.5,3,100,1,2,160
50,10,75,0.5,0.5,3,100,1,3,159
50,10,75,0.5,0.5,3,101,0,2,160
50,10,75,0.5,0.5,3,104,1,3,159
50,10,75,0.5,0.5,3,100,1,4,158
50,10,75,0.5,0.5,3,100,1,2,160
50,10,75,0.5,0.5,3,100,1,3,159
50,10,75,0.5,0.5,3,101,0,2,160
50,10,75,0.5,0.5,3,104,1,3,159
50,10,125,0.5,0.5,3,100,1,4,158
50,10,125,0.5,0.5,3,100,1,2,160
50,10,125,0.5,0.5,3,100,1,3,159
50,10,125,0.5,0.5,3,101,0,2,160
50,10,125,0.5,0.5,3,104,1,3,159
50,10,125,0.5,0.5,3,100,1,4,158
50,10,125,0.5,0.5,3,100,1,2,160
50,10,125,0.5,0.5,3,100,1,3,159
50,10,125,0.5,0.5,3,101,0,2,160
50,10,125,0.5,0.5,3,104,1,3,159
50,10,125,0.5,0.5,3,100,1,4,158
50,10,125,0.5,0.5,3,100,1,2,160
50,10,125,0.5,0.5,3,100,1,3,159
50,10,125,0.5,0.5,3,101,0,2,160
50,10,125,0.5,0.5,3,104,1,3,159
50,10,250,0.5,0.5,3,100,1,4,158
50,10,250,0.5,0.5,3,100,1,2,160
50,10,250,0.5,0.5,3,100,1,3,159
50,10,250,0.5,0.5,3,101,0,2,160
50,10,250,0.5,0.5,3,104,1,3,159
50,10,250,0.5,0.5,3,100,1,4,158
50,10,250,0.5,0.5,3,100,1,2,160
50,10,250,0.5,0.5,3,100,1,3,159
50,10,250,0.5,0.5,3,101,0,2,160
50,10,250,0.5,0.5,3,104,1,3,159
50,10,250,0.5,0.5,3,100,1,4,158
50,10,250,0.5,0.5,3,100,1,2,160
50,10,250,0.5,0.5,3,100,1,3,159
50,10,250,0.5,0.5,3,101,0,2,160
50,10,250,0.5,0.5,3,104,1,3,159
50,10,500,0.5,0.5,3,101,0,40,122
50,10,500,0.5,0.5,3,100,1,4,158
50,10,500,0.5,0.5,3,100,1,3,159
50,10,500,0.5,0.5,3,101,0,2,160
50,10,500,0.5,0.5,3,104,1,35,127
50,10,500,0.5,0.5,3,101,0,20,142
50,10,500,0.5,0.5,3,100,1,2,160
50,10,500,0.5,0.5,3,100,1,3,159
50,10,500,0.5,0.5,3,101,0,2,160
50,10,500,0.5,0.5,3,104,1,5,157
50,10,500,0.5,0.5,3,100,1,4,158
50,10,500,0.5,0.5,3,100,1,38,124
50,10,500,0.5,0.5,3,100,1,3,159
50,10,500,0.5,0.5,3,101,0,2,160
50,10,500,0.5,0.5,3,104,1,3,159
