number_of_trees,max_depth,min_number_of_values,threshold_percentage,attributes_percentage,mode,negative:negative,negative:positive,positive:negative,positive:positive
50,10,10,0.5,0.5,3,100,1,3,159
50,10,10,0.5,0.5,3,100,1,2,160
50,10,10,0.5,0.5,3,103,2,2,160
100,10,10,0.5,0.5,3,100,1,4,158
100,10,10,0.5,0.5,3,100,1,1,161
100,10,10,0.5,0.5,3,100,1,3,159
100,10,10,0.5,0.5,3,100,1,2,160
100,10,10,0.5,0.5,3,103,2,3,159
100,10,10,0.5,0.5,3,99,2,3,159
100,10,10,0.5,0.5,3,100,1,1,161
100,10,10,0.5,0.5,3,100,1,3,159
100,10,10,0.5,0.5,3,100,1,2,160
100,10,10,0.5,0.5,3,103,2,3,159
100,10,10,0.5,0.5,3,99,2,3,159
100,10,10,0.5,0.5,3,100,1,1,161
100,10,10,0.5,0.5,3,100,1,3,159
100,10,10,0.5,0.5,3,100,1,2,160
100,10,10,0.5,0.5,3,103,2,3,159
200,10,10,0.5,0.5,3,99,2,3,159
200,10,10,0.5,0.5,3,100,1,1,161
200,10,10,0.5,0.5,3,100,1,3,159
200,10,10,0.5,0.5,3,100,1,2,160
200,10,10,0.5,0.5,3,103,2,3,159
200,10,10,0.5,0.5,3,100,1,3,159
200,10,10,0.5,0.5,3,100,1,2,160
200,10,10,0.5,0.5,3,100,1,3,159
200,10,10,0.5,0.5,3,100,1,2,160
200,10,10,0.5,0.5,3,103,2,3,159
200,10,10,0.5,0.5,3,99,2,3,159
200,10,10,0.5,0.5,3,100,1,1,161
200,10,10,0.5,0.5,3,100,1,3,159
200,10,10,0.5,0.5,3,100,1,2,160
200,10,10,0.5,0.5,3,103,2,3,159
500,10,10,0.5,0.5,3,100,1,3,159
500,10,10,0.5,0.5,3,100,1,1,161
500,10,10,0.5,0.5,3,100,1,3,159
500,10,10,0.5,0.5,3,100,1,2,160
500,10,10,0.5,0.5,3,103,2,3,159
500,10,10,0.5,0.5,3,100,1,4,158
500,10,10,0.5,0.5,3,100,1,1,161
500,10,10,0.5,0.5,3,100,1,3,159
500,10,10,0.5,0.5,3,100,1,2,160
500,10,10,0.5,0.5,3,103,2,3,159
500,10,10,0.5,0.5,3,100,1,3,159
500,10,10,0.5,0.5,3,100,1,1,161
500,10,10,0.5,0.5,3,100,1,3,159
500,10,10,0.5,0.5,3,100,1,2,160
500,10,10,0.5,0.5,3,103,2,3,159
750,10,10,0.5,0.5,3,100,1,3,159
750,10,10,0.5,0.5,3,100,1,1,161
750,10,10,0.5,0.5,3,100,1,3,159
750,10,10,0.5,0.5,3,100,1,2,160
750,10,10,0.5,0.5,3,103,2,3,159
750,10,10,0.5,0.5,3,99,2,3,159
750,10,10,0.5,0.5,3,100,1,1,161
750,10,10,0.5,0.5,3,100,1,3,159
750,10,10,0.5,0.5,3,100,1,2,160
750,10,10,0.5,0.5,3,103,2,3,159
750,10,10,0.5,0.5,3,99,2,3,159
750,10,10,0.5,0.5,3,100,1,1,161
750,10,10,0.5,0.5,3,100,1,3,159
750,10,10,0.5,0.5,3,100,1,2,160
750,10,10,0.5,0.5,3,103,2,3,159
